slug,url,name,family,category_slug,image_url,ram_gb,storage_gb,chip,cpu_cores,gpu_cores,screen_size,color,model_group,config_key,first_seen,last_seen
apple-macbook-air-13-mc654-m4-10c-cpu-10c-gpu-24gb-512gb-silver,https://applemac.pk/product/apple-macbook-air-13-mc654-m4-10c-cpu-10c-gpu-24gb-512gb-silver,Apple MacBook Air 13 MC654 M4 10C CPU 10C GPU 24GB 512GB  Silver,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253392.webp,24,512,M4,10,10,13.0,Silver,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mc6a4-m4-10c-cpu-10c-gpu-24gb-512gb-starlight,https://applemac.pk/product/apple-macbook-air-13-mc6a4-m4-10c-cpu-10c-gpu-24gb-512gb-starlight,Apple MacBook Air 13 MC6A4 M4 10C CPU 10C GPU 24GB 512GB Starlight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253352.webp,24,512,M4,10,10,13.0,Starlight,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mc6c4-m4-10c-cpu-10c-gpu-24gb-512gb-midnight,https://applemac.pk/product/apple-macbook-air-13-mc6c4-m4-10c-cpu-10c-gpu-24gb-512gb-midnight,Apple MacBook Air 13 MC6C4 M4 10C CPU 10C GPU 24GB 512GB Midnight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253328.webp,24,512,M4,10,10,13.0,Midnight,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mc6t4-m4-10c-cpu-8c-gpu-16gb-256gb-sky-blue,https://applemac.pk/product/apple-macbook-air-13-mc6t4-m4-10c-cpu-8c-gpu-16gb-256gb-sky-blue,Apple MacBook Air 13 MC6T4 M4 10C CPU 8C GPU 16GB 256GB Sky Blue,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253229.webp,16,256,M4,10,8,13.0,Sky Blue,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram16_ssd256,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mc6u4-m4-10c-cpu-10c-gpu-16gb-512gb-sky-blue,https://applemac.pk/product/apple-macbook-air-13-mc6u4-m4-10c-cpu-10c-gpu-16gb-512gb-sky-blue,Apple MacBook Air 13 MC6U4 M4 10C CPU 10C GPU 16GB 512GB Sky Blue,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253292.webp,16,512,M4,10,10,13.0,Sky Blue,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mc6v4-m4-10c-cpu-10c-gpu-24gb-512gb-sky-blue,https://applemac.pk/product/apple-macbook-air-13-mc6v4-m4-10c-cpu-10c-gpu-24gb-512gb-sky-blue,Apple MacBook Air 13 MC6V4 M4 10C CPU 10C GPU 24GB 512GB Sky Blue,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253443.webp,24,512,M4,10,10,13.0,Sky Blue,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdh74-m5-10c-cpu-8c-gpu-16gb-512gb-silver,https://applemac.pk/product/apple-macbook-air-13-mdh74-m5-10c-cpu-8c-gpu-16gb-512gb-silver,Apple MacBook Air 13 MDH74 M5 10C CPU 8C GPU 16GB 512GB Silver,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695420.webp,16,512,M5,10,8,13.0,Silver,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdh84-m5-10c-cpu-10c-gpu-16gb-1tb-silver,https://applemac.pk/product/apple-macbook-air-13-mdh84-m5-10c-cpu-10c-gpu-16gb-1tb-silver,Apple MacBook Air 13 MDH84 M5 10C CPU 10C GPU 16GB 1TB Silver,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695420.webp,16,1024,M5,10,10,13.0,Silver,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdh94-m5-10c-cpu-10c-gpu-24gb-1tb-silver,https://applemac.pk/product/apple-macbook-air-13-mdh94-m5-10c-cpu-10c-gpu-24gb-1tb-silver,Apple MacBook Air 13 MDH94 M5 10C CPU 10C GPU 24GB 1TB Silver,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695420.webp,24,1024,M5,10,10,13.0,Silver,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdha4-m5-10c-cpu-8c-gpu-16gb-512gb-starlight,https://applemac.pk/product/apple-macbook-air-13-mdha4-m5-10c-cpu-8c-gpu-16gb-512gb-starlight,Apple MacBook Air 13 MDHA4 M5 10C CPU 8C GPU 16GB 512GB Starlight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695219.webp,16,512,M5,10,8,13.0,Starlight,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdhc4-m5-10c-cpu-10c-gpu-16gb-1tb-starlight,https://applemac.pk/product/apple-macbook-air-13-mdhc4-m5-10c-cpu-10c-gpu-16gb-1tb-starlight,Apple MacBook Air 13 MDHC4 M5 10C CPU 10C GPU 16GB 1TB Starlight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695219.webp,16,1024,M5,10,10,13.0,Starlight,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdhd4-m5-10c-cpu-10c-gpu-24gb-1tb-starlight,https://applemac.pk/product/apple-macbook-air-13-mdhd4-m5-10c-cpu-10c-gpu-24gb-1tb-starlight,Apple MacBook Air 13 MDHD4 M5 10C CPU 10C GPU 24GB 1TB Starlight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695219.webp,24,1024,M5,10,10,13.0,Starlight,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdhe4-m5-10c-cpu-8c-gpu-16gb-512gb-midnight,https://applemac.pk/product/apple-macbook-air-13-mdhe4-m5-10c-cpu-8c-gpu-16gb-512gb-midnight,Apple MacBook Air 13 MDHE4 M5 10C CPU 8C GPU 16GB 512GB Midnight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772696586.webp,16,512,M5,10,8,13.0,Midnight,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdhf4-m5-10c-cpu-10c-gpu-16gb-1tb-midnight,https://applemac.pk/product/apple-macbook-air-13-mdhf4-m5-10c-cpu-10c-gpu-16gb-1tb-midnight,Apple MacBook Air 13 MDHF4 M5 10C CPU 10C GPU 16GB 1TB Midnight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772705184.webp,16,1024,M5,10,10,13.0,Midnight,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdhg4-m5-10c-cpu-10c-gpu-24gb-1tb-midnight,https://applemac.pk/product/apple-macbook-air-13-mdhg4-m5-10c-cpu-10c-gpu-24gb-1tb-midnight,Apple MacBook Air 13 MDHG4 M5 10C CPU 10C GPU 24GB 1TB Midnight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772703340.webp,24,1024,M5,10,10,13.0,Midnight,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdhh4-m5-10c-cpu-8c-gpu-16gb-512gb-sky-blue,https://applemac.pk/product/apple-macbook-air-13-mdhh4-m5-10c-cpu-8c-gpu-16gb-512gb-sky-blue,Apple MacBook Air 13 MDHH4 M5 10C CPU 8C GPU 16GB 512GB Sky Blue,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695739.webp,16,512,M5,10,8,13.0,Sky Blue,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdhj4-m5-10c-cpu-10c-gpu-16gb-1tb-sky-blue,https://applemac.pk/product/apple-macbook-air-13-mdhj4-m5-10c-cpu-10c-gpu-16gb-1tb-sky-blue,Apple MacBook Air 13 MDHJ4 M5 10C CPU 10C GPU 16GB 1TB Sky Blue,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695739.webp,16,1024,M5,10,10,13.0,Sky Blue,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mdhk4-m5-10c-cpu-10c-gpu-24gb-1tb-sky-blue,https://applemac.pk/product/apple-macbook-air-13-mdhk4-m5-10c-cpu-10c-gpu-24gb-1tb-sky-blue,Apple MacBook Air 13 MDHK4 M5 10C CPU 10C GPU 24GB 1TB Sky Blue,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1772695739.webp,24,1024,M5,10,10,13.0,Sky Blue,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mw0w3-m4-10c-cpu-8c-gpu-16gb-256gb-silver,https://applemac.pk/product/apple-macbook-air-13-mw0w3-m4-10c-cpu-8c-gpu-16gb-256gb-silver,Apple MacBook Air 13 MW0W3 M4 10C CPU 8C GPU 16GB 256GB Silver,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253417.webp,16,256,M4,10,8,13.0,Silver,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram16_ssd256,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mw0x3-m4-10c-cpu-10c-gpu-16gb-512gb-silver,https://applemac.pk/product/apple-macbook-air-13-mw0x3-m4-10c-cpu-10c-gpu-16gb-512gb-silver,Apple MacBook Air 13 MW0X3 M4 10C CPU 10C GPU 16GB 512GB Silver,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253273.webp,16,512,M4,10,10,13.0,Silver,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mw0y3-m4-10c-cpu-8c-gpu-16gb-256gb-starlight,https://applemac.pk/product/apple-macbook-air-13-mw0y3-m4-10c-cpu-8c-gpu-16gb-256gb-starlight,Apple MacBook Air 13 MW0Y3 M4 10C CPU 8C GPU 16GB 256GB Starlight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253491.webp,16,256,M4,10,8,13.0,Starlight,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram16_ssd256,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mw103-m4-10c-cpu-10c-gpu-16gb-512gb-starlight,https://applemac.pk/product/apple-macbook-air-13-mw103-m4-10c-cpu-10c-gpu-16gb-512gb-starlight,Apple MacBook Air 13 MW103 M4 10C CPU 10C GPU 16GB 512GB Starlight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253252.webp,16,512,M4,10,10,13.0,Starlight,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mw123-m4-10c-cpu-8c-gpu-16gb-256gb-midnight,https://applemac.pk/product/apple-macbook-air-13-mw123-m4-10c-cpu-8c-gpu-16gb-256gb-midnight,Apple MacBook Air 13 MW123 M4 10C CPU 8C GPU 16GB 256GB Midnight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771252964.webp,16,256,M4,10,8,13.0,Midnight,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram16_ssd256,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-mw133-m4-10c-cpu-10c-gpu-16gb-512gb-midnight,https://applemac.pk/product/apple-macbook-air-13-mw133-m4-10c-cpu-10c-gpu-16gb-512gb-midnight,Apple MacBook Air 13 MW133 M4 10C CPU 10C GPU 16GB 512GB Midnight,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1771253473.webp,16,512,M4,10,10,13.0,Midnight,macbook_air_scr13_0_chipm4,macbook_air_scr13_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-z1l2000sb-m5-10c-cpu-10c-gpu-32gb-1tb-sky-blue,https://applemac.pk/product/apple-macbook-air-13-z1l2000sb-m5-10c-cpu-10c-gpu-32gb-1tb-sky-blue,Apple MacBook Air 13 Z1L2000SB M5 10C CPU 10C GPU 32GB 1TB Sky Blue,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1777975596.webp,32,1024,M5,10,10,13.0,Sky Blue,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram32_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-13-z1lb000uv-m5-10c-cpu-10c-gpu-32gb-4tb-sky-blue,https://applemac.pk/product/apple-macbook-air-13-z1lb000uv-m5-10c-cpu-10c-gpu-32gb-4tb-sky-blue,Apple MacBook Air 13 Z1LB000UV M5 10C CPU 10C GPU 32GB 4TB Sky Blue,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1777976020.webp,32,4096,M5,10,10,13.0,Sky Blue,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram32_ssd4096,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-16gb-2tb-midnight,https://applemac.pk/product/apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-16gb-2tb-midnight,Apple MacBook Air 15 CTO M5 10C CPU 10C GPU 16GB 2TB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772696586.webp,16,2048,M5,10,10,15.0,Midnight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd2048,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-16gb-4tb-midnight,https://applemac.pk/product/apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-16gb-4tb-midnight,Apple MacBook Air 15 CTO M5 10C CPU 10C GPU 16GB 4TB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772696586.webp,16,4096,M5,10,10,15.0,Midnight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd4096,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-24gb-4tb-midnight,https://applemac.pk/product/apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-24gb-4tb-midnight,Apple MacBook Air 15 CTO M5 10C CPU 10C GPU 24GB 4TB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772696586.webp,24,4096,M5,10,10,15.0,Midnight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram24_ssd4096,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-24gb-512gb-midnight,https://applemac.pk/product/apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-24gb-512gb-midnight,Apple MacBook Air 15 CTO M5 10C CPU 10C GPU 24GB 512GB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772696586.webp,24,512,M5,10,10,15.0,Midnight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-32gb-4tb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-32gb-4tb-sky-blue,Apple MacBook Air 15 CTO M5 10C CPU 10C GPU 32GB 4TB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1777976380.webp,32,4096,M5,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram32_ssd4096,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-32gb-512gb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-cto-m5-10c-cpu-10c-gpu-32gb-512gb-sky-blue,Apple MacBook Air 15 CTO M5 10C CPU 10C GPU 32GB 512GB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1777975838.webp,32,512,M5,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram32_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
